SpMax_L,F04[C-N],C%,nO,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,Class*
4.923,2,37.5,2,3.288,1.185,9.911,4,1.039,1.14,0,1,0,1.225,1,0,0,0,2.267,0.015,0,20.295,1.563,0
4.965,2,37.5,2,3.52,1.16,10.099,4,1.059,1.137,0,1,0,1.249,1,0,1,0,2.305,-0.008,0,20.482,1.553,0
5.103,3,33.3,4,3.761,1.197,10.456,8,1.101,1.15,0,2,0,1.217,1,0,1,0,2.38,0.001,0,41.432,1.74,0
4.923,1,42.9,2,3.445,1.185,9.911,4,1.061,1.121,0,1,0,1.273,1,0,1,0,2.267,0.015,0,20.286,1.563,0
5.04,2,37.5,4,3.513,1.258,10.159,8,1.087,1.141,0,2,0,1.204,1,0,0,0,2.323,0.005,0,40.909,1.711,0
5.068,3,36.8,4,3.576,1.23,10.309,8,1.067,1.14,0,2,0,1.216,1,0,0,0,2.351,-0.002,0,41.436,1.581,0
5.006,2,36.8,4,3.576,1.23,10.309,8,1.067,1.14,0,2,0,1.216,1,0,0,0,2.338,-0.002,0,41.299,1.873,0
4.895,1,41.2,2,3.512,1.16,10.099,4,1.043,1.124,0,1,0,1.278,1,0,1,0,2.292,-0.008,0,20.423,1.696,0
5.402,1,41.2,2,3.76,1.197,10.666,4,1.133,1.184,0,1,1,1.15,1,0,1,0,2.403,0.001,0,20.484,1.679,0
5.006,2,37.5,4,3.703,1.23,10.309,8,1.108,1.137,0,2,0,1.231,1,0,1,0,2.338,-0.003,0,41.044,1.873,0
4.895,1,42.9,2,3.647,1.16,10.099,4,1.084,1.117,0,1,0,1.296,1,0,1,0,2.292,-0.008,0,20.337,1.696,0
4.958,1,42.9,2,3.647,1.16,10.099,4,1.084,1.117,0,1,0,1.299,1,0,1,0,2.303,-0.008,0,20.422,1.602,0
5.098,10,44.8,0,3.695,0.875,10.386,0,0.99,1.123,0,0,0,1.287,2,0,0,1,2.358,0,0,0,2.298,0
4.77,0,45,1,3.217,1.185,9.882,2,0.987,1.114,0,0,0,1.288,1,0,0,0,2.236,0.014,0,0,1.74,0
4.947,0,40,1,3.266,1.455,9.974,3,0.981,1.125,0,0,0,1.253,1,0,0,0,2.282,-0.007,0,0,1.887,0
4.805,0,40,1,3.266,1.455,9.947,2,0.981,1.125,0,0,0,1.25,1,0,0,0,2.251,-0.007,0,0,2.041,0
5.459,0,37.8,1,3.547,1.571,10.843,2,0.974,1.129,0,0,0,1.265,1,0,0,0,2.378,-0.001,0,0,2.74,0
4.793,0,36.7,1,3.74,3.025,10.128,3,0.971,1.131,0,0,0,1.238,1,0,0,0,2.236,0,0,0,6.687,0
5.466,0,37.2,1,3.66,1.494,10.995,3,0.972,1.13,0,0,0,1.245,1,0,0,0,2.436,0,0,0,2.399,0
5.422,0,37.8,1,3.551,1.161,10.929,3,0.974,1.129,0,0,0,1.265,1,0,0,0,2.417,-0.001,0,0,2.084,0
5.102,0,38.7,1,3.419,1.23,10.328,4,0.977,1.127,0,0,0,1.26,1,0,0,0,2.358,-0.002,0,0,1.856,0
5.375,0,39.3,1,3.351,1.124,10.524,3,0.978,1.126,0,0,0,1.266,1,0,0,0,2.368,0.004,0,0,1.671,0
4.958,0,40,1,3.272,1.16,10.099,3,0.981,1.125,0,0,0,1.268,1,0,0,0,2.303,-0.007,0,0,1.602,0
5.489,0,37.2,1,3.664,1.194,11.033,4,0.972,1.13,0,0,0,1.253,1,0,0,0,2.463,0,0,0,1.828,0
5.489,0,36.6,2,3.678,1.194,11.033,6,0.982,1.132,0,0,0,1.237,1,0,0,0,2.463,0,0,0,1.828,0
4.709,0,50,1,3.558,0.544,10.149,2,0.986,1.104,0,0,0,1.304,2,0,0,0,2.259,-0.001,0,0,2.952,0
4.817,0,39.4,2,3.573,1.169,10.26,3,0.988,1.126,0,0,0,1.215,2,0,0,0,2.301,0,0,0,3.268,0
4.845,0,36.8,2,3.601,2.125,10.029,6,0.984,1.131,0,0,0,1.217,1,0,0,0,2.27,0,0,0,3.574,0
5.377,0,37.9,2,3.437,1.23,10.559,5,0.99,1.129,0,0,0,1.23,1,0,0,0,2.375,-0.002,0,0,1.809,0
4.953,2,38.9,3,3.37,1.273,9.975,6,1.041,1.132,0,1,0,1.21,1,0,0,0,2.288,-0.008,0,20.612,1.602,0
4.965,1,38.9,3,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.218,1,0,0,0,2.305,-0.008,0,20.537,1.553,0
4.958,1,38.9,3,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.226,1,0,0,0,2.303,-0.008,0,20.514,1.602,0
4.895,1,38.9,3,3.375,1.16,10.099,7,1.041,1.132,0,1,0,1.222,1,0,0,0,2.292,-0.008,0,20.318,1.696,0
5.171,4,34.5,5,3.798,1.45,10.639,11,1.043,1.142,0,2,0,1.196,1,0,0,0,2.417,0,0,42.668,1.814,0
4.732,0,46.2,1,3.214,0.875,9.579,2,1.023,1.108,0,0,0,1.296,1,0,1,0,2.194,0.046,0,0,0.854,0
4.596,0,46.2,1,3.214,0.875,9.54,2,1.023,1.108,0,0,0,1.3,1,0,1,0,2.175,0.046,0,0,1.069,0
4.562,0,46.2,1,3.796,0.875,9.54,2,1.016,1.1,0,0,0,1.347,1,1,0,0,2.17,0.045,1,0,1.14,0
4.596,0,46.2,1,3.796,0.875,9.54,2,1.016,1.1,0,0,0,1.355,1,1,0,0,2.175,0.045,1,0,1.069,0
4.732,0,46.2,1,3.796,0.875,9.579,2,1.016,1.1,0,0,0,1.351,1,1,0,0,2.194,0.045,1,0,0.854,0
4.619,0,45.5,2,4.594,2.305,9.896,5,1.021,1.098,0,0,0,1.412,1,0,1,0,2.208,0.001,0,0,4.243,0
4.807,0,43.8,1,3.297,0.881,9.833,2,1.012,1.113,0,0,0,1.296,1,0,1,0,2.246,-0.025,0,0,1.06,0
4.807,0,46.2,1,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.317,1,0,1,0,2.246,-0.026,0,0,1.06,0
4.807,0,46.2,1,4.264,0.881,9.833,2,1.034,1.088,0,0,0,1.415,1,1,0,0,2.246,-0.025,1,0,1.06,0
4.912,0,46.2,1,3.462,0.881,9.863,2,1.048,1.103,0,0,0,1.318,1,0,1,0,2.264,-0.026,0,0,0.95,0
4.912,0,46.2,1,3.462,0.881,9.863,2,1.048,1.103,0,0,0,1.317,1,0,1,0,2.264,-0.026,0,0,0.95,0
4.807,0,46.2,1,3.462,0.881,9.833,2,1.048,1.103,0,0,0,1.318,1,0,1,0,2.246,-0.026,0,0,1.06,0
4.732,0,46.2,1,3.462,0.881,9.803,2,1.048,1.103,0,0,0,1.328,1,0,1,0,2.236,-0.026,0,0,0.95,0
5.071,1,40,3,3.715,1.124,10.277,6,1.1,1.123,0,1,0,1.261,1,0,1,0,2.353,0.005,0,20.509,1.513,0
4.562,0,48.3,1,3.609,0,10.054,4,0.983,1.107,0,0,0,1.296,2,0,0,0,2.194,0,0,0,4.13,0
4.962,0,54.2,1,3.579,0.544,10.193,4,0.989,1.095,0,0,0,1.313,2,0,0,0,2.307,-0.001,0,11.846,2.627,0
4.641,4,57.1,0,3.292,1.261,9.714,0,1.006,1.101,0,0,0,1.35,1,0,0,0,2.214,0.015,0,0,1.783,0
5.267,4,57.1,0,4.005,1.197,10.51,0,1.099,1.085,0,0,0,1.402,1,0,1,0,2.438,0.001,0,0,1.254,0
4.869,4,36,2,3.83,1.831,10.363,2,1.037,1.135,0,0,0,1.25,1,0,1,0,2.296,-0.001,0,11.353,3.18,0
5.387,7,44.2,5,4.622,0.824,11.344,12,1.056,1.108,0,0,0,1.296,3,0,1,0,2.42,0,0,35.742,5.31,0
4.994,2,37.5,2,3.582,1.805,10.269,6,0.995,1.132,0,0,0,1.221,1,0,0,0,2.322,-0.001,0,11.111,2.668,0
4.975,2,37.9,2,3.525,1.733,10.222,6,0.998,1.132,0,0,0,1.222,1,0,0,0,2.311,0.001,0,11.023,2.571,0
4.872,2,47.4,2,3.533,1.604,10.05,2,1.033,1.118,0,0,0,1.275,1,0,0,0,2.294,-0.002,0,19.925,2.223,0
4.499,0,33.3,0,2.843,1.125,9.311,0,0.961,1.138,0,0,0,1.199,1,0,0,0,2.136,0.034,0,0,1.481,0
4,0,33.3,0,2.565,0,8.623,0,0.961,1.138,0,0,0,1.167,1,0,0,0,2,0.103,0,0,0.667,0
4,0,37.5,0,2.618,0,8.623,0,0.964,1.13,0,0,0,1.226,1,0,0,0,2,0.112,0,0,0.667,0
5.236,0,33.3,0,5.031,0.799,10.434,0,1.043,1.091,0,0,0,1.534,1,1,1,0,2.414,0.004,1,0,0.873,0
4.414,0,33.3,0,2.995,0.802,9.183,0,0.979,1.135,0,0,0,1.23,1,0,1,0,2.101,-0.064,0,0,0.975,0
4.814,0,33.3,0,4.816,0.827,10.135,0,0.999,1.112,0,0,0,1.457,1,1,0,0,2.247,0.003,1,0,1.244,0
5.401,0,34.6,1,4.883,2.184,11.058,5,0.998,1.12,0,0,0,1.391,1,0,1,0,2.466,0,0,0,3.079,0
5.276,1,31,5,3.931,1.693,10.742,12,1.038,1.127,0,1,0,1.273,1,0,0,0,2.357,0,0,21.265,3.021,0
5.236,0,46.2,1,5.017,0.799,10.434,2,1.086,1.051,0,0,0,1.542,1,1,0,0,2.414,0.004,1,0,0.873,0
5.459,0,37.5,3,3.762,1.162,11.1,8,0.993,1.13,0,0,0,1.233,1,0,0,0,2.467,0,0,11.22,1.737,0
5.295,0,35.7,4,4.233,1.846,10.866,11,1.063,1.116,0,0,0,1.297,1,0,1,0,2.394,0,0,11.888,3.082,0
4.868,0,50,0,3.542,0.816,10.187,0,0.971,1.104,0,0,0,1.322,2,0,0,0,2.307,-0.001,0,0,2.434,0
5.114,0,47.1,0,3.66,0.703,10.497,0,0.969,1.11,0,0,0,1.324,2,0,0,0,2.374,0,0,0,2.706,0
4.732,2,44.8,0,3.617,0.648,10.3,0,0.983,1.12,0,0,0,1.293,2,0,0,0,2.275,0,0,0,3.095,0
5.611,0,45,2,3.889,0.548,10.936,4,0.987,1.114,0,0,0,1.259,3,0,0,0,2.488,0,0,0,2.321,0
4.961,0,48.1,2,3.947,0.732,10.578,6,1.022,1.104,0,0,0,1.305,2,0,1,0,2.349,0,0,0,3.001,0
5.221,0,48.1,2,4.379,0.74,10.991,6,1.07,1.095,0,0,0,1.336,2,0,1,0,2.449,0,0,0,3.068,0
4.887,2,44.8,0,3.936,0.732,10.577,0,1.005,1.116,0,0,0,1.32,2,0,1,0,2.329,0,0,0,3.219,0
5.415,0,40.4,2,4.08,1.006,11.361,8,0.979,1.124,0,0,0,1.277,2,0,0,0,2.459,0,0,0,3.688,0
4.887,2,31.9,0,3.616,0.732,10.577,0,0.97,1.145,0,0,0,1.211,2,0,0,0,2.329,0,0,0,3.219,0
5.511,0,45.5,2,3.741,0.732,10.806,4,0.992,1.113,0,0,0,1.271,2,0,0,0,2.42,0,0,0,2.731,0
5.076,0,42,3,4.049,2.094,10.679,10,0.989,1.121,0,0,0,1.25,2,0,0,0,2.372,0,0,12.363,5.623,0
5.656,0,45.7,3,4.116,1.33,10.978,9,1.02,1.11,0,0,0,1.279,2,0,1,0,2.481,0,0,12.298,2.211,0
5.534,0,45.5,2,5.001,0.74,11.131,4,1.019,1.094,0,0,0,1.4,2,1,0,0,2.475,0,1,0,2.978,0
5.003,3,50,0,3.347,0.629,10.084,0,0.982,1.108,0,0,0,1.321,3,0,0,0,2.351,0.004,0,0,1.075,0
5.097,6,45.5,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.301,3,0,0,0,2.39,-0.002,0,0,1.128,0
5.119,6,45.5,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.302,3,0,0,0,2.394,-0.002,0,0,1.098,0
4.933,3,53.3,0,3.772,0,10.465,0,0.98,1.1,0,0,0,1.34,4,0,0,1,2.359,0,0,0,3.08,0
5.177,0,52.6,1,3.754,0.773,10.418,3,1.027,1.093,0,0,0,1.337,3,0,1,0,2.426,0.001,0,0,1.085,0
4.861,0,45.5,0,3.186,0,9.863,0,0.968,1.113,0,0,0,1.3,3,0,0,0,2.303,-0.007,0,0,1.047,0
4.802,0,42.9,0,3.065,0,9.805,0,0.967,1.119,0,0,0,1.308,3,0,0,0,2.323,0.012,0,0,0.95,0
4.783,0,42.9,0,3.072,1.057,9.982,0,0.967,1.119,0,0,0,1.324,3,0,0,0,2.413,0.012,0,0,1.358,0
5,0,45.5,0,3.196,0,10.284,0,0.968,1.113,0,0,0,1.35,6,0,0,0,2.518,0.003,0,0,0.912,0
5.352,3,53.8,2,3.801,0.682,10.784,8,1.011,1.099,0,0,0,1.298,6,0,0,0,2.518,0,0,24.44,1.322,0
4.88,0,50,2,3.578,0.673,10.289,4,1.003,1.104,0,0,0,1.277,2,0,0,0,2.316,-0.001,0,0,2.38,0
5.393,0,47.4,0,3.776,0.662,10.741,0,0.969,1.109,0,0,0,1.317,2,0,0,0,2.366,0,0,0,3.601,0
5.124,0,42.3,4,4.148,0.596,11.063,10,0.996,1.12,0,0,0,1.234,4,0,0,0,2.437,0,0,0,3.93,0
4.835,3,53.8,0,3.666,0,10.423,0,0.982,1.099,0,0,0,1.354,4,0,0,1,2.417,0,0,0,2.345,0
4.802,4,39.1,2,3.601,1.489,10.297,3,1.027,1.137,0,0,0,1.245,3,0,0,1,2.386,-0.001,0,10.865,2.684,0
4.931,3,41.2,2,3.507,1.028,10.239,4,1.05,1.137,0,1,0,1.273,3,0,0,1,2.375,-0.002,0,20.668,1.723,0
4.499,1,46.7,0,3.013,1.125,9.311,0,0.984,1.116,0,0,0,1.299,1,0,0,0,2.136,0.045,0,0,1.481,0
4.414,1,38.5,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.253,1,0,0,0,2.101,-0.081,0,0,0.975,0
4.414,0,38.5,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.252,1,0,0,0,2.101,-0.081,0,0,0.975,0
4.414,1,38.5,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.256,1,0,0,0,2.101,-0.081,0,0,0.975,0
5.003,1,50,1,3.367,0.629,10.084,2,1.004,1.109,0,0,0,1.295,3,0,0,0,2.351,0.004,0,0,1.075,0
5.047,2,52.2,0,3.678,0,10.4,0,0.988,1.09,0,0,0,1.366,6,0,0,1,2.414,0,0,0,1.443,0
5.29,1,30,3,3.963,1.958,10.77,8,1.002,1.136,0,0,0,1.263,1,0,0,0,2.36,0,0,0,3.196,0
5,6,41.5,0,3.887,1.048,10.745,0,0.982,1.128,0,0,0,1.281,2,0,0,0,2.358,0,0,0,3.585,0
4.802,1,45,0,3.86,1.632,10.181,0,1.01,1.079,0,0,0,1.438,3,0,0,0,2.38,-0.001,0,0,3.108,0
5.775,5,47.9,3,4.579,0.42,11.693,14,0.992,1.111,0,0,0,1.286,11,0,0,1,2.666,0,0,13.296,3.124,0
4.837,6,28.1,0,3.665,1.621,10.229,0,0.996,1.153,0,0,0,1.232,1,0,0,0,2.307,-0.001,0,0,2.315,0
4.985,3,50,0,3.49,0.569,10.158,0,0.98,1.107,0,0,0,1.313,2,0,0,0,2.327,0.001,0,0,2.096,0
4.971,0,52,0,3.837,0.648,10.338,0,0.998,1.095,0,0,0,1.352,2,0,1,0,2.322,0,0,0,2.758,0
3.618,0,44.4,0,2.816,0,8.412,0,0.983,1.083,0,0,0,1.476,1,0,0,0,2,-0.214,0,0,0.579,0
5,0,25,0,3.224,0.722,9.657,0,1.078,1.135,0,0,1,1.366,0,0,0,0,2,0.389,0,0,0.8,0
5.345,0,32.7,8,4.603,2.936,11.367,32,0.988,1.14,0,0,0,1.18,0,0,0,0,2.361,0,0,52.856,3.435,0
3.978,1,32.8,1,3.799,3.44,9.762,1,0.971,1.141,0,0,0,1.207,0,0,0,0,1.98,0,0,9.874,8.527,0
4.17,0,10,0,2.767,0.971,8.597,0,1.027,1.183,1,0,0,1.193,0,0,0,0,1.848,0.419,0,0,1.542,0
5.382,0,44.4,0,3.648,1.197,10.84,0,1.139,1.229,0,0,2,1.046,1,0,0,0,2.381,0.001,0,0,2.219,0
4.796,2,37.5,2,3.288,1.185,9.882,4,1.039,1.14,0,1,0,1.224,1,0,0,0,2.243,0.015,0,20.206,1.686,0
4.923,1,40,3,3.299,1.185,9.911,6,1.057,1.13,0,1,0,1.213,1,0,0,0,2.267,0.015,0,20.135,1.563,0
4.782,1,38.9,3,3.37,1.273,9.947,6,1.041,1.132,0,1,0,1.211,1,0,0,0,2.251,-0.008,0,20.331,1.951,0
4.965,2,38.9,3,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.218,1,0,0,0,2.305,-0.008,0,20.439,1.553,0
4.856,0,42.1,3,3.735,1.662,10.15,2,1.061,1.115,0,0,0,1.249,1,0,1,0,2.281,-0.002,0,10.157,2.83,0
5.372,3,34.5,2,3.649,2.108,10.403,6,1.001,1.129,0,0,0,1.249,1,0,0,0,2.327,0.001,0,23.192,3.163,0
5.516,2,41.4,2,3.872,0.732,10.806,8,1.012,1.118,0,0,0,1.29,2,0,0,0,2.426,0,0,24.454,2.676,0
4.862,3,37.5,1,3.772,1.618,10.32,3,1.025,1.132,0,0,0,1.283,1,0,1,0,2.292,0.001,0,11.247,2.902,0
4.845,6,46.2,0,3.89,0.625,10.367,0,1.01,1.114,1,0,0,1.32,2,0,1,0,2.285,0,0,0,3.574,0
5.014,0,56.5,0,3.508,0,10.384,0,0.975,1.09,0,0,0,1.355,6,0,0,0,2.469,-0.001,0,0,1.305,0
5.188,2,45,2,3.998,1.274,10.841,6,1.082,1.116,0,0,0,1.287,3,0,0,0,2.497,0,0,23.37,2.276,0
5.715,4,43.3,2,4.337,0.971,11.472,9,0.991,1.122,0,0,0,1.275,5,0,0,0,2.617,0,0,13.096,2.313,0
5.414,11,42.5,1,4.094,0.917,11.157,3,1.001,1.124,0,0,0,1.303,4,0,1,1,2.489,0,0,0,2.907,0
4.593,0,29.6,1,3.098,1.461,9.665,0,0.981,1.149,0,0,0,1.17,1,0,0,0,2.175,0.012,0,0,2.298,0
4.768,2,33.3,1,3.423,1.455,9.921,2,1.007,1.133,0,0,0,1.278,1,0,0,0,2.262,-0.008,0,10.844,1.945,0
5.115,6,53.3,2,3.962,0.548,10.947,6,1.013,1.103,0,0,0,1.3,6,0,0,0,2.529,0,0,24.736,2.583,0
5.28,3,54.5,3,4.44,0.636,11.127,10,1.022,1.092,0,0,0,1.327,6,1,0,0,2.551,0,1,25.24,2.585,0
5.054,8,42.9,2,4.393,1.709,10.966,4,1.032,1.128,0,1,0,1.289,2,0,1,0,2.374,0,0,21.618,5.285,0
5.003,12,37.1,7,4.549,1.969,11.22,8,1.03,1.137,0,1,0,1.218,2,0,1,0,2.38,0,0,56.27,4.828,0
5.421,4,52.6,4,4.52,0.638,11.207,15,1.025,1.097,0,0,0,1.305,7,1,0,0,2.558,0,1,25.591,3.126,0
5.468,7,50,6,4.31,0.82,11.288,18,1.04,1.108,0,1,0,1.261,7,0,0,1,2.583,0,0,48.901,2.801,0
5.32,2,42.9,0,3.454,0.773,10.617,0,0.975,1.122,0,0,0,1.3,3,0,0,0,2.428,0.001,0,0,1.204,0
4,0,20,0,3.134,0.811,8.318,0,1.148,1.132,0,0,0,1.376,0,0,0,0,1.732,-0.636,0,0,1,0
3.414,0,25,0,4.047,1,7.408,0,1.014,1.116,0,0,0,1.5,0,1,0,0,1.618,-0.501,0,0,1.707,0
4.303,0,27.3,0,3.295,1.459,8.815,0,1.046,1.136,0,0,0,1.28,0,0,1,0,1.932,-0.226,0,0,1.745,0
4.517,1,40,0,3.073,1.409,9.391,0,0.976,1.129,0,0,0,1.264,1,0,0,0,2.149,-0.024,0,0,2.036,0
5.461,7,29.4,0,3.271,1.124,10.724,0,0.972,1.151,0,0,0,1.2,1,0,0,0,2.412,0.003,0,0,1.306,0
5.018,0,50,4,3.746,1.125,10.568,8,1.035,1.104,0,0,0,1.254,3,0,0,0,2.396,0,0,21.451,2.158,0
4.802,2,43.8,0,3.385,0.664,10.012,0,1.003,1.109,0,0,0,1.351,3,0,0,0,2.364,-0.007,0,0,1.146,0
5.014,0,57.1,0,3.647,0,10.384,0,0.981,1.075,0,0,0,1.419,6,0,0,0,2.469,-0.001,0,0,1.305,0
4.303,0,30,0,2.965,0.862,9.067,0,1.016,1.133,0,0,0,1.35,1,0,0,0,2.115,0.139,0,0,0.956,0
5.697,6,41.4,3,3.768,0.972,10.864,10,1.021,1.128,0,0,0,1.235,2,0,0,0,2.511,0,0,35.007,1.861,0
5.359,0,32,0,3.51,1.842,10.987,0,0.96,1.141,0,0,0,1.256,0,0,0,0,2.314,-0.001,0,0,3.775,0
5,0,25,0,2.388,0.722,9.657,0,0.97,1.161,0,0,0,1.176,0,0,0,0,2,0.325,0,0,0.8,0
4.214,2,22.2,0,2.565,1.459,8.755,0,0.979,1.171,0,0,0,1.143,0,0,0,0,1.902,-0.213,0,0,2.052,0
3.802,2,20,0,2.715,1.95,8.394,0,0.986,1.179,0,0,0,1.083,0,0,0,0,1.848,0.131,0,0,2.885,0
3.902,4,21.4,0,3.063,2.322,8.881,0,0.985,1.175,0,0,0,1.104,0,0,0,0,1.919,-0.024,0,0,4.086,0
5.086,0,25,2,2.62,0.918,9.771,3,1.005,1.156,0,0,0,1.104,0,0,0,0,2.074,-0.23,0,0,1.372,0
3.802,1,21.1,1,2.734,1.95,8.394,0,0.997,1.173,0,0,0,1.071,0,0,0,0,1.848,0.136,0,0,2.885,0
3.973,0,31.6,0,3.744,3.301,9.649,0,0.963,1.137,0,0,0,1.238,0,0,0,0,1.975,0,0,0,7.718,0
4.214,0,20,0,2.752,1.459,8.755,0,1.041,1.199,0,0,0,1.171,0,0,0,0,1.902,-0.277,0,0,2.052,0
4.5,0,31.3,0,4.566,3.777,10.56,0,0.963,1.133,0,0,0,1.271,0,0,0,0,2.121,0,0,0,7.395,0
5.259,0,23.1,4,3.375,1.868,10.091,9,1.014,1.149,0,0,0,1.165,0,0,0,0,2.236,0.015,0,11.347,1.836,0
5.236,0,17.6,4,3.144,1.406,9.967,9,1.041,1.155,0,0,0,1.136,0,0,0,0,2.189,-0.09,0,10.653,1.309,0
5.271,0,30,4,4.187,2.826,10.853,15,0.978,1.142,0,0,0,1.194,0,0,0,0,2.298,0,0,13.429,3.847,0
5.262,0,30.5,0,3.88,2.733,10.387,0,0.962,1.135,0,0,0,1.299,0,0,1,0,2.257,0,0,0,3.441,0
4.807,2,36.8,0,3.099,0.881,9.833,0,0.986,1.14,0,0,0,1.254,1,0,0,0,2.246,-0.025,0,0,1.06,0
4.807,2,40,0,3.087,0.881,9.833,0,0.976,1.129,0,0,0,1.288,1,0,0,0,2.246,-0.024,0,0,1.06,0
4.83,2,41.5,0,3.819,1.039,10.623,0,0.977,1.126,0,0,0,1.287,2,0,0,0,2.311,0,0,0,3.774,0
4.882,2,39.1,2,3.399,1.258,10.136,4,1.008,1.13,0,0,0,1.221,1,0,0,0,2.288,0.004,0,10.557,2.011,0
5.201,2,40,6,3.707,1.254,10.498,12,1.092,1.129,0,1,0,1.174,1,0,0,0,2.404,-0.001,0,42.199,1.609,0
5.489,0,37.8,12,5.293,0.927,12.609,40,0.988,1.129,0,0,0,1.236,4,0,0,0,2.467,0,0,56.39,5.365,0
5.375,1,33.3,3,3.564,1.124,10.524,6,1.033,1.129,0,0,0,1.235,1,0,0,0,2.368,0.004,0,21.363,1.671,0
5.385,2,33.3,3,3.745,1.084,10.644,6,1.048,1.126,0,0,0,1.258,1,0,1,0,2.396,-0.002,0,21.468,1.693,0
5.511,0,44.4,4,3.884,0.732,10.806,12,1.03,1.105,0,0,0,1.275,2,0,0,0,2.42,0,0,24.186,2.731,0
5.016,0,37.5,3,3.389,0.799,10.366,8,1.012,1.13,0,0,0,1.195,3,0,0,0,2.441,-0.002,0,22.204,1.197,0
4.694,6,32.5,0,3.673,0.5,10.219,0,0.975,1.137,0,0,0,1.228,2,0,0,0,2.236,0,0,0,3.872,0
5.665,0,51.4,0,4.052,0.432,10.89,0,0.976,1.085,0,0,0,1.424,3,0,1,0,2.49,0,0,0,1.839,0
5.307,0,52.2,1,5.701,0.719,11.156,4,1.089,1.03,0,0,0,1.583,2,1,0,0,2.485,0,1,0,3.176,0
5.493,0,40,3,4.889,0.97,12.308,12,0.974,1.125,0,0,0,1.283,4,0,0,0,2.525,0,0,0,3.898,0
5.511,2,48.4,0,4.328,0.541,11.432,0,0.973,1.108,0,0,0,1.315,4,0,0,1,2.431,0,0,0,5.586,0
5.645,0,48.3,3,3.768,0.922,10.779,8,1.01,1.108,0,0,0,1.253,2,0,0,0,2.461,0,0,11.372,2.163,0
5.392,2,36.8,6,4.264,1.018,11.255,12,1.043,1.121,0,0,0,1.244,2,0,0,0,2.416,0,0,45.607,4.149,0
5.35,0,53.3,7,4.7,0.899,11.524,18,1.062,1.092,0,0,0,1.297,6,0,1,0,2.522,0,0,49.639,5.027,0
5.995,0,39.1,4,4.318,1.053,11.51,8,1.116,1.112,0,0,0,1.278,3,0,1,0,2.789,0,0,22.691,1.075,0
5.38,0,40,3,3.73,1,10.919,8,0.998,1.125,0,0,0,1.237,6,0,0,0,2.596,0,0,23.572,1.434,0
5.119,0,54.5,0,3.434,0,10.355,0,0.974,1.094,0,0,0,1.369,7,0,0,0,2.471,0.001,0,0,0.751,0
5.423,2,35.3,6,4.386,1.016,11.356,12,1.07,1.119,0,0,0,1.262,2,0,1,0,2.477,0,0,45.487,3.03,0
5.039,0,50,2,3.589,1.217,10.309,2,1.003,1.104,0,0,0,1.29,3,0,0,0,2.376,-0.001,0,10.612,2.131,0
5.369,2,37,2,4.187,1.455,10.969,6,1.053,1.115,0,0,0,1.299,3,0,0,0,2.504,0,0,24.195,2.749,0
4.303,0,20,0,2.774,0.862,9.067,0,1.041,1.199,0,0,0,1.194,1,0,0,1,2.115,0.15,0,0,0.956,0
5.431,0,30,1,3.203,0.832,10.681,2,0.979,1.148,0,0,0,1.202,1,0,0,0,2.394,-0.007,0,0,1.055,0
4.792,0,30,0,4.217,0.548,10.477,0,0.99,1.106,0,0,0,1.364,2,0,0,0,2.242,0,0,0,5.633,0
4,0,28.6,2,2.647,0,8.623,0,1.014,1.149,0,0,0,1.083,1,0,0,0,2,0.135,0,0,0.667,0
4.732,0,20,0,3.146,0.881,9.803,0,1.041,1.199,0,0,0,1.146,1,0,0,0,2.236,-0.028,0,0,0.95,0
4.732,0,25,3,3.185,0.881,9.803,6,1.107,1.177,0,0,0,1.126,1,0,0,0,2.236,-0.029,0,30.54,0.95,0
5.493,12,38.1,6,4.908,0.97,12.308,24,0.988,1.131,0,0,0,1.248,4,0,0,0,2.525,0,0,44.045,3.898,0
4.838,2,33.3,0,3.229,0,9.909,0,0.977,1.145,0,0,0,1.22,3,0,0,0,2.291,0.004,0,0,1.145,0
4.732,0,30,0,2.92,0,9.728,0,0.981,1.154,0,0,0,1.156,3,0,0,0,2.303,-0.021,0,0,0.5,0
5.02,4,42.3,4,4.241,1.776,11.051,6,1.004,1.123,0,0,0,1.267,2,0,0,0,2.392,0,0,45.646,4.905,0
5.013,16,42.4,5,4.692,1.541,11.371,5,1.019,1.121,0,0,0,1.277,5,0,1,0,2.415,0,0,35.613,4.374,0
5.02,14,45.7,4,4.79,0.774,11.501,6,1.018,1.118,0,0,0,1.289,4,0,1,0,2.393,0,0,49.391,7.983,0
5.126,11,47.2,3,4.103,0.832,10.931,6,1.02,1.117,0,1,0,1.282,4,0,0,0,2.418,0,0,22.238,3.982,0
